Frequencia	Intensidade
6.7309E14	7076
6.72997E14	7676
6.72904E14	7981
6.72812E14	7460
6.72719E14	7441
6.72627E14	7700
6.72534E14	7819
6.72442E14	8149
6.72349E14	8244
6.72257E14	8262
6.72165E14	8152
6.72072E14	8218
6.7198E14	8304
6.71888E14	8388
6.71795E14	8671
6.71703E14	8450
6.71611E14	8691
6.71519E14	8929
6.71427E14	8651
6.71334E14	8780
6.71242E14	9248
6.7115E14	9424
6.71058E14	9250
6.70966E14	9448
6.70874E14	9321
6.70782E14	9601
6.7069E14	10047
6.70598E14	10047
6.70506E14	9802
6.70414E14	9959
6.70322E14	10279
6.70231E14	9868
6.70139E14	10437
6.70047E14	10815
6.69955E14	10595
6.69863E14	10583
6.69772E14	10539
6.6968E14	10848
6.69588E14	10841
6.69497E14	11247
6.69405E14	11484
6.69313E14	11204
6.69222E14	11503
6.6913E14	11632
6.69039E14	11695
6.68947E14	11790
6.68856E14	11961
6.68764E14	12140
6.68673E14	12143
6.68582E14	11978
6.6849E14	12384
6.68399E14	12853
6.68308E14	12859
6.68216E14	12917
6.68125E14	13112
6.68034E14	13151
6.67943E14	12869
6.67851E14	13642
6.6776E14	13803
6.67669E14	13834
6.67578E14	13904
6.67487E14	14103
6.67396E14	14122
6.67305E14	14368
6.67214E14	14722
6.67123E14	15359
6.67032E14	15197
6.66941E14	15331
6.6685E14	15284
6.66759E14	15163
6.66668E14	15682
6.66577E14	16179
6.66486E14	16051
6.66396E14	16488
6.66305E14	16377
6.66214E14	16022
6.66123E14	16209
6.66033E14	17316
6.65942E14	17837
6.65851E14	17308
6.65761E14	17390
6.6567E14	17599
6.6558E14	17572
6.65489E14	18495
6.65398E14	19072
6.65308E14	18824
6.65217E14	18859
6.65127E14	19330
6.65037E14	19311
6.64946E14	19724
6.64856E14	20277
6.64765E14	20436
6.64675E14	20227
6.64585E14	20655
6.64495E14	20524
6.64404E14	20619
6.64314E14	21574
6.64224E14	22382
6.64134E14	22358
6.64044E14	22427
6.63953E14	22421
6.63863E14	23034
6.63773E14	23193
6.63683E14	23717
6.63593E14	24208
6.63503E14	23832
6.63413E14	24692
6.63323E14	24334
6.63233E14	23086
6.63143E14	22770
6.63053E14	24928
6.62964E14	26229
6.62874E14	26179
6.62784E14	26255
6.62694E14	26648
6.62604E14	27134
6.62515E14	27931
6.62425E14	27813
6.62335E14	27900
6.62246E14	28090
6.62156E14	28330
6.62066E14	29141
6.61977E14	29565
6.61887E14	30330
6.61798E14	30875
6.61708E14	30094
6.61618E14	31031
6.61529E14	31408
6.6144E14	31636
6.6135E14	32613
6.61261E14	33272
6.61171E14	32833
6.61082E14	32766
6.60993E14	33918
6.60903E14	34389
6.60814E14	34593
6.60725E14	35119
6.60636E14	35571
6.60546E14	35914
6.60457E14	36085
6.60368E14	36118
6.60279E14	36882
6.6019E14	38023
6.60101E14	38179
6.60012E14	37777
6.59923E14	37854
6.59834E14	39075
6.59745E14	39424
6.59656E14	40085
6.59567E14	40330
6.59478E14	39990
6.59389E14	41249
6.593E14	41144
6.59211E14	41736
6.59122E14	42969
6.59033E14	42877
6.58945E14	43312
6.58856E14	43695
6.58767E14	43217
6.58678E14	45122
6.5859E14	45970
6.58501E14	45871
6.58413E14	46751
6.58324E14	46910
6.58235E14	46854
6.58147E14	47596
6.58058E14	47393
6.5797E14	48568
6.57881E14	48524
6.57793E14	49296
6.57704E14	49958
6.57616E14	49793
6.57527E14	50726
6.57439E14	51457
6.57351E14	52509
6.57262E14	52942
6.57174E14	52924
6.57086E14	53766
6.56998E14	54117
6.56909E14	54420
6.56821E14	54931
6.56733E14	55990
6.56645E14	56253
6.56557E14	56346
6.56469E14	56279
6.5638E14	57945
6.56292E14	58521
6.56204E14	58685
6.56116E14	59390
6.56028E14	59644
6.5594E14	60129
6.55852E14	60755
6.55765E14	61268
6.55677E14	61473
6.55589E14	62046
6.55501E14	63780
6.55413E14	62647
6.55325E14	64060
6.55237E14	66191
6.5515E14	65557
6.55062E14	65607
6.54974E14	65689
6.54887E14	67653
6.54799E14	68096
6.54711E14	67749
6.54624E14	67751
6.54536E14	70108
6.54448E14	69966
6.54361E14	69754
6.54273E14	72144
6.54186E14	70408
6.54098E14	71769
6.54011E14	73629
6.53924E14	72734
6.53836E14	73709
6.53749E14	75301
6.53661E14	74563
6.53574E14	75320
6.53487E14	76450
6.53399E14	75996
6.53312E14	77956
6.53225E14	78858
6.53138E14	77836
6.53051E14	78658
6.52963E14	80327
6.52876E14	81266
6.52789E14	80732
6.52702E14	81104
6.52615E14	82494
6.52528E14	83400
6.52441E14	83136
6.52354E14	83903
6.52267E14	84854
6.5218E14	85649
6.52093E14	85975
6.52006E14	86230
6.51919E14	87363
6.51832E14	87175
6.51745E14	89188
6.51659E14	90114
6.51572E14	90260
6.51485E14	90741
6.51398E14	90848
6.51311E14	92049
6.51225E14	92638
6.51138E14	93083
6.51051E14	93184
6.50965E14	94004
6.50878E14	94114
6.50792E14	94915
6.50705E14	95759
6.50618E14	96365
6.50532E14	97005
6.50445E14	96893
6.50359E14	96992
6.50272E14	97969
6.50186E14	98529
6.501E14	99831
6.50013E14	100204
6.49927E14	100066
6.49841E14	100768
6.49754E14	101918
6.49668E14	102049
6.49582E14	102836
6.49495E14	102788
6.49409E14	103964
6.49323E14	104822
6.49237E14	104254
6.49151E14	104740
6.49064E14	105653
6.48978E14	105241
6.48892E14	105685
6.48806E14	106857
6.4872E14	106998
6.48634E14	107551
6.48548E14	107635
6.48462E14	108629
6.48376E14	109703
6.4829E14	108876
6.48204E14	110126
6.48118E14	109839
6.48033E14	110989
6.47947E14	111483
6.47861E14	110790
6.47775E14	112073
6.47689E14	111803
6.47604E14	111920
6.47518E14	112232
6.47432E14	112823
6.47347E14	113453
6.47261E14	113785
6.47175E14	114284
6.4709E14	114656
6.47004E14	113775
6.46918E14	114303
6.46833E14	116496
6.46747E14	114640
6.46662E14	115543
6.46576E14	116538
6.46491E14	115459
6.46406E14	117357
6.4632E14	117948
6.46235E14	118073
6.46149E14	118621
6.46064E14	118002
6.45979E14	119706
6.45893E14	119596
6.45808E14	119822
6.45723E14	119627
6.45638E14	119821
6.45552E14	120626
6.45467E14	119520
6.45382E14	119041
6.45297E14	121528
6.45212E14	122899
6.45127E14	122099
6.45042E14	120887
6.44957E14	121682
6.44872E14	122399
6.44787E14	121770
6.44702E14	122858
6.44617E14	122929
6.44532E14	123611
6.44447E14	123578
6.44362E14	122447
6.44277E14	124541
6.44192E14	123592
6.44107E14	124377
6.44023E14	124284
6.43938E14	123770
6.43853E14	125198
6.43768E14	124784
6.43684E14	125110
6.43599E14	124380
6.43514E14	124403
6.4343E14	126505
6.43345E14	125045
6.4326E14	124778
6.43176E14	125678
6.43091E14	125420
6.43007E14	127303
6.42922E14	127378
6.42838E14	122546
6.42753E14	124919
6.42669E14	126988
6.42584E14	122567
6.425E14	127213
6.42416E14	127506
6.42331E14	126079
6.42247E14	125569
6.42163E14	126097
6.42078E14	125401
6.41994E14	124322
6.4191E14	126406
6.41826E14	126321
6.41741E14	126752
6.41657E14	125934
6.41573E14	124701
6.41489E14	124829
6.41405E14	126208
6.41321E14	125422
6.41237E14	126201
6.41153E14	126257
6.41068E14	125096
6.40984E14	126064
6.409E14	123832
6.40817E14	125985
6.40733E14	126698
6.40649E14	123660
6.40565E14	124545
6.40481E14	125223
6.40397E14	123362
6.40313E14	123239
6.40229E14	125326
6.40146E14	124376
6.40062E14	122835
6.39978E14	123819
6.39894E14	123655
6.39811E14	122803
6.39727E14	123557
6.39643E14	123205
6.3956E14	123272
6.39476E14	122290
6.39393E14	122639
6.39309E14	123182
6.39225E14	122761
6.39142E14	122116
6.39058E14	121912
6.38975E14	122204
6.38891E14	121397
6.38808E14	120139
6.38725E14	121065
6.38641E14	120818
6.38558E14	119991
6.38475E14	119916
6.38391E14	120310
6.38308E14	119122
6.38225E14	119511
6.38141E14	119488
6.38058E14	118816
6.37975E14	118500
6.37892E14	118414
6.37809E14	117329
6.37725E14	117603
6.37642E14	117868
6.37559E14	116996
6.37476E14	115513
6.37393E14	117303
6.3731E14	117846
6.37227E14	114813
6.37144E14	115690
6.37061E14	115792
6.36978E14	115880
6.36895E14	115182
6.36812E14	115244
6.36729E14	114593
6.36646E14	113292
6.36564E14	114146
6.36481E14	113942
6.36398E14	113567
6.36315E14	112132
6.36232E14	112807
6.3615E14	112328
6.36067E14	111633
6.35984E14	111737
6.35901E14	110083
6.35819E14	109886
6.35736E14	109892
6.35654E14	109931
6.35571E14	109387
6.35488E14	107474
6.35406E14	107898
6.35323E14	107221
6.35241E14	107047
6.35158E14	106827
6.35076E14	105980
6.34993E14	106038
6.34911E14	106358
6.34829E14	105589
6.34746E14	104721
6.34664E14	104549
6.34582E14	104952
6.34499E14	103452
6.34417E14	103745
6.34335E14	102995
6.34252E14	102199
6.3417E14	101705
6.34088E14	100870
6.34006E14	100426
6.33924E14	99880
6.33842E14	99438
6.33759E14	99176
6.33677E14	98751
6.33595E14	98258
6.33513E14	97894
6.33431E14	97373
6.33349E14	97529
6.33267E14	96890
6.33185E14	96302
6.33103E14	96681
6.33021E14	95566
6.32939E14	95733
6.32857E14	95338
6.32776E14	94332
6.32694E14	92677
6.32612E14	93080
6.3253E14	93008
6.32448E14	92876
6.32367E14	92020
6.32285E14	92061
6.32203E14	90986
6.32121E14	89256
6.3204E14	88762
6.31958E14	88716
6.31876E14	89079
6.31795E14	87798
6.31713E14	87944
6.31632E14	87708
6.3155E14	86409
6.31469E14	86822
6.31387E14	86377
6.31306E14	86462
6.31224E14	85209
6.31143E14	83955
6.31061E14	84249
6.3098E14	83914
6.30898E14	83749
6.30817E14	83524
6.30736E14	83031
6.30654E14	82385
6.30573E14	81897
6.30492E14	82144
6.30411E14	81108
6.30329E14	80294
6.30248E14	79584
6.30167E14	80173
6.30086E14	79565
6.30005E14	79131
6.29924E14	78954
6.29842E14	77648
6.29761E14	78037
6.2968E14	77947
6.29599E14	76387
6.29518E14	76015
6.29437E14	76125
6.29356E14	76343
6.29275E14	75863
6.29194E14	74883
6.29113E14	74322
6.29032E14	73850
6.28952E14	73116
6.28871E14	72425
6.2879E14	71896
6.28709E14	72054
6.28628E14	50670
6.28548E14	69690
6.28467E14	72844
6.28386E14	73490
6.28305E14	74008
6.28225E14	71432
6.28144E14	71641
6.28063E14	72602
6.27983E14	70662
6.27902E14	71202
6.27821E14	70767
6.27741E14	69625
6.2766E14	69300
6.2758E14	70579
6.27499E14	69485
6.27419E14	68225
6.27338E14	69196
6.27258E14	67864
6.27177E14	67099
6.27097E14	67420
6.27017E14	67220
6.26936E14	66377
6.26856E14	64956
6.26776E14	65514
6.26695E14	65832
6.26615E14	65720
6.26535E14	64160
6.26455E14	63888
6.26374E14	62626
6.26294E14	64195
6.26214E14	63798
6.26134E14	62974
6.26054E14	62797
6.25974E14	61512
6.25893E14	60548
6.25813E14	62626
6.25733E14	61442
6.25653E14	60106
6.25573E14	60510
6.25493E14	59976
6.25413E14	59912
6.25333E14	59456
6.25253E14	58986
6.25174E14	58946
6.25094E14	59336
6.25014E14	58292
6.24934E14	57108
6.24854E14	58417
6.24774E14	57732
6.24695E14	56240
6.24615E14	56992
6.24535E14	56220
6.24455E14	55651
6.24376E14	59240
6.24296E14	56873
6.24216E14	57276
6.24137E14	56688
6.24057E14	57118
6.23977E14	56607
6.23898E14	54807
6.23818E14	56235
6.23739E14	56055
6.23659E14	54720
6.2358E14	54495
6.235E14	54699
6.23421E14	54135
6.23341E14	53834
6.23262E14	54024
6.23182E14	52694
6.23103E14	52805
6.23024E14	52599
6.22944E14	52626
6.22865E14	50988
6.22786E14	51627
6.22706E14	51492
6.22627E14	51109
6.22548E14	50805
6.22469E14	51564
6.22389E14	51181
6.2231E14	49646
6.22231E14	50444
6.22152E14	49980
6.22073E14	49479
6.21994E14	49438
6.21915E14	49471
6.21836E14	48674
6.21757E14	48827
6.21678E14	49474
6.21599E14	47867
6.2152E14	47776
6.21441E14	48587
6.21362E14	47507
6.21283E14	47138
6.21204E14	48347
6.21125E14	46673
6.21046E14	46505
6.20967E14	47095
6.20888E14	45482
6.2081E14	46237
6.20731E14	46105
6.20652E14	45564
6.20573E14	45103
6.20495E14	45031
6.20416E14	45106
6.20337E14	43566
6.20259E14	44512
6.2018E14	45276
6.20101E14	43804
6.20023E14	43028
6.19944E14	43164
6.19866E14	43842
6.19787E14	43104
6.19709E14	42715
6.1963E14	43292
6.19552E14	43082
6.19473E14	41496
6.19395E14	42183
6.19316E14	41762
6.19238E14	40822
6.19159E14	42021
6.19081E14	40438
6.19003E14	40787
6.18924E14	41164
6.18846E14	39749
6.18768E14	40164
6.1869E14	39916
6.18611E14	39732
6.18533E14	39556
6.18455E14	39203
6.18377E14	39434
6.18299E14	38779
6.1822E14	38685
6.18142E14	38124
6.18064E14	37824
6.17986E14	38059
6.17908E14	37972
6.1783E14	36843
6.17752E14	37181
6.17674E14	37852
6.17596E14	37057
6.17518E14	36220
6.1744E14	36363
6.17362E14	35859
6.17284E14	35838
6.17206E14	35404
6.17129E14	36014
6.17051E14	35483
6.16973E14	34034
6.16895E14	34985
6.16817E14	34515
6.16739E14	33399
6.16662E14	34075
6.16584E14	33990
6.16506E14	32205
6.16429E14	32462
6.16351E14	33285
6.16273E14	32216
6.16196E14	32697
6.16118E14	32354
6.1604E14	32152
6.15963E14	31528
6.15885E14	30588
6.15808E14	31424
6.1573E14	31325
6.15653E14	31428
6.15575E14	30578
6.15498E14	30161
6.1542E14	30416
6.15343E14	28585
6.15266E14	28841
6.15188E14	30315
6.15111E14	29296
6.15033E14	27750
6.14956E14	28039
6.14879E14	27953
6.14802E14	29576
6.14724E14	27921
6.14647E14	27442
6.1457E14	28435
6.14493E14	26782
6.14415E14	27343
6.14338E14	27137
6.14261E14	26110
6.14184E14	26676
6.14107E14	26079
6.1403E14	25844
6.13953E14	25965
