Frequencia	Intensidade
6.31958E14	354
6.31876E14	581
6.31795E14	582
6.31713E14	458
6.31632E14	560
6.3155E14	425
6.31469E14	412
6.31387E14	522
6.31306E14	670
6.31224E14	440
6.31143E14	481
6.31061E14	404
6.3098E14	416
6.30898E14	361
6.30817E14	910
6.30736E14	570
6.30654E14	458
6.30573E14	440
6.30492E14	460
6.30411E14	386
6.30329E14	443
6.30248E14	603
6.30167E14	491
6.30086E14	498
6.30005E14	412
6.29924E14	363
6.29842E14	481
6.29761E14	744
6.2968E14	577
6.29599E14	458
6.29518E14	372
6.29437E14	324
6.29356E14	376
6.29275E14	512
6.29194E14	463
6.29113E14	438
6.29032E14	500
6.28952E14	464
6.28871E14	424
6.2879E14	382
6.28709E14	561
6.28628E14	352
6.28548E14	372
6.28467E14	368
6.28386E14	326
6.28305E14	372
6.28225E14	472
6.28144E14	378
6.28063E14	334
6.27983E14	284
6.27902E14	366
6.27821E14	386
6.27741E14	502
6.2766E14	488
6.2758E14	398
6.27499E14	325
6.27419E14	354
6.27338E14	457
6.27258E14	420
6.27177E14	452
6.27097E14	428
6.27017E14	418
6.26936E14	312
6.26856E14	272
6.26776E14	423
6.26695E14	530
6.26615E14	404
6.26535E14	366
6.26455E14	304
6.26374E14	328
6.26294E14	530
6.26214E14	391
6.26134E14	474
6.26054E14	448
6.25974E14	348
6.25893E14	362
6.25813E14	448
6.25733E14	357
6.25653E14	419
6.25573E14	387
6.25493E14	355
6.25413E14	296
6.25333E14	350
6.25253E14	462
6.25174E14	422
6.25094E14	459
6.25014E14	401
6.24934E14	336
6.24854E14	409
6.24774E14	464
6.24695E14	430
6.24615E14	495
6.24535E14	362
6.24455E14	322
6.24376E14	209
6.24296E14	338
6.24216E14	476
6.24137E14	409
6.24057E14	251
6.23977E14	307
6.23898E14	163
6.23818E14	209
6.23739E14	576
6.23659E14	403
6.2358E14	330
6.235E14	301
6.23421E14	152
6.23341E14	191
6.23262E14	538
6.23182E14	329
6.23103E14	281
6.23024E14	211
6.22944E14	228
6.22865E14	168
6.22786E14	244
6.22706E14	435
6.22627E14	349
6.22548E14	275
6.22469E14	352
6.22389E14	155
6.2231E14	181
6.22231E14	419
6.22152E14	331
6.22073E14	212
6.21994E14	263
6.21915E14	270
6.21836E14	178
6.21757E14	400
6.21678E14	526
6.21599E14	386
6.2152E14	350
6.21441E14	228
6.21362E14	189
6.21283E14	210
6.21204E14	443
6.21125E14	313
6.21046E14	298
6.20967E14	226
6.20888E14	158
6.2081E14	247
6.20731E14	441
6.20652E14	441
6.20573E14	374
6.20495E14	314
6.20416E14	174
6.20337E14	181
6.20259E14	200
6.2018E14	445
6.20101E14	349
6.20023E14	248
6.19944E14	207
6.19866E14	142
6.19787E14	297
6.19709E14	550
6.1963E14	394
6.19552E14	281
6.19473E14	298
6.19395E14	162
6.19316E14	138
6.19238E14	332
6.19159E14	506
6.19081E14	331
6.19003E14	254
6.18924E14	258
6.18846E14	151
6.18768E14	252
6.1869E14	491
6.18611E14	330
6.18533E14	263
6.18455E14	238
6.18377E14	283
6.18299E14	234
6.1822E14	464
6.18142E14	280
6.18064E14	224
6.17986E14	289
6.17908E14	286
6.1783E14	139
6.17752E14	291
6.17674E14	542
6.17596E14	589
6.17518E14	344
6.1744E14	306
6.17362E14	158
6.17284E14	214
6.17206E14	449
6.17129E14	312
6.17051E14	392
6.16973E14	313
6.16895E14	223
6.16817E14	195
6.16739E14	183
6.16662E14	506
6.16584E14	468
6.16506E14	277
6.16429E14	276
6.16351E14	155
6.16273E14	181
6.16196E14	509
6.16118E14	467
6.1604E14	333
6.15963E14	295
6.15885E14	224
6.15808E14	249
6.1573E14	507
